Año;Mes;Via Acceso BCN;Sentido;Valor
2022;9;C-31N;Entrada;36365
2022;10;C-31N;Entrada;35585
2022;11;C-31N;Entrada;34980
2022;12;C-31N;Entrada;33475
2022;1;C-16;Entrada;9073
2022;2;C-16;Entrada;12246
2022;3;C-16;Entrada;12162
2022;4;C-16;Entrada;11292
2022;5;C-16;Entrada;12424
2022;6;C-16;Entrada;11853
2022;7;C-16;Entrada;11020
2022;8;C-16;Entrada;6162
2022;9;C-16;Entrada;11977
2022;10;C-16;Entrada;12155
2022;11;C-16;Entrada;12754
2022;12;C-16;Entrada;11819
