"Any","Id_aforament","Mes","Codi_tipus_dia","Desc_tipus_dia","Valor_IMD"
2023,"20197",1,2,"laborables", 983
2023,"20197",1,3,"divendres", 1000
2023,"20197",1,4,"dissabte", 781
2023,"20197",1,5,"diumenge", 652
2023,"20197",2,1,"dilluns", 905
2023,"20197",2,2,"laborables", 980
2023,"20197",2,3,"divendres", 1032
2023,"20197",2,4,"dissabte", 865
2023,"20197",2,5,"diumenge", 791
2023,"20197",3,1,"dilluns", 1078
2023,"20197",3,2,"laborables", 1137
2023,"20197",3,3,"divendres", 1113
2023,"20197",3,4,"dissabte", 911
2023,"20197",3,5,"diumenge", 936
2023,"20197",4,1,"dilluns", 1075
2023,"20197",4,2,"laborables", 1149
2023,"20197",4,3,"divendres", 1187
2023,"20197",4,4,"dissabte", 943
2023,"20197",4,5,"diumenge", 851
2023,"20197",5,1,"dilluns", 1180
2023,"20197",5,2,"laborables", 1223
2023,"20197",5,3,"divendres", 1134
2023,"20197",5,4,"dissabte", 986
2023,"20197",5,5,"diumenge", 925
2023,"20197",6,1,"dilluns", 1331
2023,"20197",6,2,"laborables", 1384
2023,"20197",6,3,"divendres", 1280
2023,"20197",6,4,"dissabte", 1134
2023,"20197",6,5,"diumenge", 1069
2023,"20197",7,1,"dilluns", 1314
2023,"20197",7,2,"laborables", 1403
2023,"20197",7,3,"divendres", 1351
2023,"20197",7,4,"dissabte", 1153
2023,"20197",7,5,"diumenge", 1117
2023,"20197",8,1,"dilluns", 1070
2023,"20197",8,2,"laborables", 1135
2023,"20197",8,3,"divendres", 1082
2023,"20197",8,4,"dissabte", 938
2023,"20197",8,5,"diumenge", 742
2023,"20197",9,1,"dilluns", 1277
2023,"20197",9,2,"laborables", 1378
2023,"20197",9,3,"divendres", 1248
2023,"20197",9,4,"dissabte", 1152
2023,"20197",9,5,"diumenge", 1086
2023,"20197",10,1,"dilluns", 1165
2023,"20197",10,2,"laborables", 1359
2023,"20197",10,3,"divendres", 1188
2023,"20197",10,4,"dissabte", 1057
2023,"20197",10,5,"diumenge", 1000
2023,"20197",11,1,"dilluns", 1134
2023,"20197",11,2,"laborables", 1163
2023,"20197",11,3,"divendres", 1143
2023,"20197",11,4,"dissabte", 899
2023,"20197",11,5,"diumenge", 865
2023,"20197",12,1,"dilluns", 985
2023,"20197",12,2,"laborables", 930
2023,"20197",12,3,"divendres", 897
2023,"20197",12,4,"dissabte", 739
2023,"20197",12,5,"diumenge", 602
2023,"20198",1,1,"dilluns", 1001
2023,"20198",1,2,"laborables", 1008
2023,"20198",1,3,"divendres", 1004
2023,"20198",1,4,"dissabte", 822
2023,"20198",1,5,"diumenge", 674
2023,"20198",2,1,"dilluns", 897
2023,"20198",2,2,"laborables", 998
2023,"20198",2,3,"divendres", 1078
2023,"20198",2,4,"dissabte", 870
2023,"20198",2,5,"diumenge", 812
2023,"20198",3,1,"dilluns", 1105
2023,"20198",3,2,"laborables", 1161
2023,"20198",3,3,"divendres", 1108
2023,"20198",3,4,"dissabte", 934
2023,"20198",3,5,"diumenge", 959
2023,"20198",4,1,"dilluns", 1107
2023,"20198",4,2,"laborables", 1162
2023,"20198",4,3,"divendres", 1243
2023,"20198",4,4,"dissabte", 976
2023,"20198",4,5,"diumenge", 857
2023,"20198",5,1,"dilluns", 1191
2023,"20198",5,2,"laborables", 1250
2023,"20198",5,3,"divendres", 1145
2023,"20198",5,4,"dissabte", 1051
2023,"20198",5,5,"diumenge", 932
2023,"20198",6,1,"dilluns", 1367
2023,"20198",6,2,"laborables", 1412
2023,"20198",6,3,"divendres", 1384
2023,"20198",6,4,"dissabte", 1193
2023,"20198",6,5,"diumenge", 1127
2023,"20198",7,1,"dilluns", 1382
2023,"20198",7,2,"laborables", 1477
2023,"20198",7,3,"divendres", 1456
2023,"20198",7,4,"dissabte", 1278
2023,"20198",7,5,"diumenge", 1236
2023,"20198",8,1,"dilluns", 1121
2023,"20198",8,2,"laborables", 1220
2023,"20198",8,3,"divendres", 1147
2023,"20198",8,4,"dissabte", 1011
2023,"20198",8,5,"diumenge", 800
2023,"20198",9,1,"dilluns", 1306
2023,"20198",9,2,"laborables", 1431
2023,"20198",9,3,"divendres", 1313
2023,"20198",9,4,"dissabte", 1212
2023,"20198",9,5,"diumenge", 1172
2023,"20198",10,1,"dilluns", 1183
2023,"20198",10,2,"laborables", 1401
2023,"20198",10,3,"divendres", 1286
2023,"20198",10,4,"dissabte", 1163
2023,"20198",10,5,"diumenge", 1078
2023,"20198",11,1,"dilluns", 1221
2023,"20198",11,2,"laborables", 1180
2023,"20198",11,3,"divendres", 1171
2023,"20198",11,4,"dissabte", 959
2023,"20198",11,5,"diumenge", 941
2023,"20198",12,1,"dilluns", 991
2023,"20198",12,2,"laborables", 925
2023,"20198",12,3,"divendres", 890
2023,"20198",12,4,"dissabte", 782
2023,"20198",12,5,"diumenge", 627
2023,"20199",1,1,"dilluns", 834
2023,"20199",1,2,"laborables", 851
2023,"20199",1,3,"divendres", 856
2023,"20199",1,4,"dissabte", 787
2023,"20199",1,5,"diumenge", 728
2023,"20199",2,1,"dilluns", 787
2023,"20199",2,2,"laborables", 843
2023,"20199",2,3,"divendres", 919
2023,"20199",2,4,"dissabte", 932
2023,"20199",2,5,"diumenge", 909
2023,"20199",3,1,"dilluns", 999
2023,"20199",3,2,"laborables", 983
2023,"20199",3,3,"divendres", 998
2023,"20199",3,4,"dissabte", 1007
2023,"20199",3,5,"diumenge", 1131
2023,"20199",4,1,"dilluns", 1046
2023,"20199",4,2,"laborables", 1093
2023,"20199",4,3,"divendres", 1129
2023,"20199",4,4,"dissabte", 1117
2023,"20199",4,5,"diumenge", 1075
2023,"20199",5,1,"dilluns", 1185
2023,"20199",5,2,"laborables", 1211
2023,"20199",5,3,"divendres", 1105
2023,"20199",5,4,"dissabte", 1157
2023,"20199",5,5,"diumenge", 1138
2023,"20199",6,1,"dilluns", 1342
2023,"20199",6,2,"laborables", 1393
2023,"20199",6,3,"divendres", 1418
2023,"20199",6,4,"dissabte", 1300
2023,"20199",6,5,"diumenge", 1405
2023,"20199",7,1,"dilluns", 1285
2023,"20199",7,2,"laborables", 1453
2023,"20199",7,3,"divendres", 1411
2023,"20199",7,4,"dissabte", 1327
2023,"20199",7,5,"diumenge", 1421
2023,"20199",8,1,"dilluns", 1159
2023,"20199",8,2,"laborables", 1273
2023,"20199",8,3,"divendres", 1290
2023,"20199",8,4,"dissabte", 1190
2023,"20199",8,5,"diumenge", 855
2023,"20199",9,1,"dilluns", 1191
2023,"20199",9,2,"laborables", 1283
2023,"20199",9,3,"divendres", 1236
2023,"20199",9,4,"dissabte", 1192
2023,"20199",9,5,"diumenge", 1239
2023,"20199",10,1,"dilluns", 1104
2023,"20199",10,2,"laborables", 1268
2023,"20199",10,3,"divendres", 1186
2023,"20199",10,4,"dissabte", 1181
2023,"20199",10,5,"diumenge", 1205
2023,"20199",11,1,"dilluns","Mesura no disponible"
2023,"20199",11,2,"laborables","Mesura no disponible"
2023,"20199",11,3,"divendres","Mesura no disponible"
2023,"20199",11,4,"dissabte","Mesura no disponible"
2023,"20199",11,5,"diumenge","Mesura no disponible"
2023,"20199",12,1,"dilluns","Mesura no disponible"
2023,"20199",12,2,"laborables","Mesura no disponible"
2023,"20199",12,3,"divendres","Mesura no disponible"
2023,"20199",12,4,"dissabte","Mesura no disponible"
2023,"20199",12,5,"diumenge","Mesura no disponible"
2023,"2020",1,1,"dilluns", 12967
2023,"2020",1,2,"laborables", 13277
2023,"2020",1,3,"divendres", 14213
2023,"2020",1,4,"dissabte", 11365
2023,"2020",1,5,"diumenge", 9407
2023,"2020",2,1,"dilluns", 13528
2023,"2020",2,2,"laborables", 14230
2023,"2020",2,3,"divendres", 14324
2023,"2020",2,4,"dissabte", 11458
2023,"2020",2,5,"diumenge", 10330
2023,"2020",3,1,"dilluns", 13054
2023,"2020",3,2,"laborables", 14136
2023,"2020",3,3,"divendres", 14298
2023,"2020",3,4,"dissabte", 11363
2023,"2020",3,5,"diumenge", 10575
2023,"2020",4,1,"dilluns", 13147
2023,"2020",4,2,"laborables", 14213
2023,"2020",4,3,"divendres", 14354
2023,"2020",4,4,"dissabte", 12015
2023,"2020",4,5,"diumenge", 9858
2023,"2020",5,1,"dilluns", 11956
2023,"2020",5,2,"laborables", 13312
2023,"2020",5,3,"divendres", 13546
2023,"2020",5,4,"dissabte", 10882
2023,"2020",5,5,"diumenge", 9262
2023,"2020",6,1,"dilluns", 13185
2023,"2020",6,2,"laborables", 13704
2023,"2020",6,3,"divendres", 13517
2023,"2020",6,4,"dissabte", 10681
2023,"2020",6,5,"diumenge", 8549
2023,"2020",7,1,"dilluns", 12564
2023,"2020",7,2,"laborables", 13163
2023,"2020",7,3,"divendres", 13077
2023,"2020",7,4,"dissabte", 8941
2023,"2020",7,5,"diumenge", 7878
2023,"2020",8,1,"dilluns", 9721
2023,"2020",8,2,"laborables", 10096
2023,"2020",8,3,"divendres", 9902
2023,"2020",8,4,"dissabte", 7465
2023,"2020",8,5,"diumenge", 6727
2023,"2020",9,1,"dilluns", 12698
2023,"2020",9,2,"laborables", 13244
2023,"2020",9,3,"divendres", 13678
2023,"2020",9,4,"dissabte", 10470
2023,"2020",9,5,"diumenge", 8628
2023,"2020",10,1,"dilluns", 13611
2023,"2020",10,2,"laborables", 14105
2023,"2020",10,3,"divendres", 13873
2023,"2020",10,4,"dissabte", 11236
2023,"2020",10,5,"diumenge", 9397
2023,"2020",11,1,"dilluns", 11043
2023,"2020",11,2,"laborables", 12673
2023,"2020",11,3,"divendres", 13469
2023,"2020",11,4,"dissabte", 10908
2023,"2020",11,5,"diumenge", 8365
2023,"2020",12,1,"dilluns", 13768
2023,"2020",12,2,"laborables", 14023
2023,"2020",12,3,"divendres", 14636
2023,"2020",12,4,"dissabte", 11655
2023,"2020",12,5,"diumenge", 9359
2023,"20200",1,1,"dilluns", 736
2023,"20200",1,2,"laborables", 745
2023,"20200",1,3,"divendres", 743
2023,"20200",1,4,"dissabte", 591
2023,"20200",1,5,"diumenge", 552
2023,"20200",2,1,"dilluns", 683
2023,"20200",2,2,"laborables", 761
2023,"20200",2,3,"divendres", 762
2023,"20200",2,4,"dissabte", 691
2023,"20200",2,5,"diumenge", 678
2023,"20200",3,1,"dilluns", 870
2023,"20200",3,2,"laborables", 896
2023,"20200",3,3,"divendres", 846
2023,"20200",3,4,"dissabte", 807
2023,"20200",3,5,"diumenge", 862
2023,"20200",4,1,"dilluns", 947
2023,"20200",4,2,"laborables", 954
2023,"20200",4,3,"divendres", 982
2023,"20200",4,4,"dissabte", 880
2023,"20200",4,5,"diumenge", 809
2023,"20200",5,1,"dilluns", 1099
2023,"20200",5,2,"laborables", 1061
2023,"20200",5,3,"divendres", 931
2023,"20200",5,4,"dissabte", 964
2023,"20200",5,5,"diumenge", 940
2023,"20200",6,1,"dilluns", 1054
2023,"20200",6,2,"laborables", 1133
2023,"20200",6,3,"divendres", 1116
2023,"20200",6,4,"dissabte", 862
2023,"20200",6,5,"diumenge", 1101
2023,"20200",7,1,"dilluns", 1141
2023,"20200",7,2,"laborables", 1345
2023,"20200",7,3,"divendres", 1348
2023,"20200",7,4,"dissabte", 1150
2023,"20200",7,5,"diumenge", 1198
2023,"20200",8,1,"dilluns", 973
2023,"20200",8,2,"laborables", 1094
2023,"20200",8,3,"divendres", 1104
2023,"20200",8,4,"dissabte", 895
2023,"20200",8,5,"diumenge", 673
2023,"20200",9,1,"dilluns", 1015
2023,"20200",9,2,"laborables", 1120
2023,"20200",9,3,"divendres", 1004
2023,"20200",9,4,"dissabte", 1051
2023,"20200",9,5,"diumenge", 1047
2023,"20200",10,1,"dilluns", 1013
2023,"20200",10,2,"laborables", 1159
2023,"20200",10,3,"divendres", 1082
2023,"20200",10,4,"dissabte", 1004
2023,"20200",10,5,"diumenge", 1030
2023,"20200",11,1,"dilluns", 914
2023,"20200",11,2,"laborables", 903
2023,"20200",11,3,"divendres", 835
2023,"20200",11,4,"dissabte", 786
2023,"20200",11,5,"diumenge", 783
2023,"20200",12,1,"dilluns", 728
2023,"20200",12,2,"laborables", 687
2023,"20200",12,3,"divendres", 625
2023,"20200",12,4,"dissabte", 552
2023,"20200",12,5,"diumenge", 520
2023,"20201",1,1,"dilluns", 1100
2023,"20201",1,2,"laborables", 903
2023,"20201",1,3,"divendres", 961
2023,"20201",1,4,"dissabte", 712
2023,"20201",1,5,"diumenge", 638
2023,"20201",2,1,"dilluns", 818
2023,"20201",2,2,"laborables", 903
2023,"20201",2,3,"divendres", 953
2023,"20201",2,4,"dissabte", 737
2023,"20201",2,5,"diumenge", 649
2023,"20201",3,1,"dilluns", 1009
2023,"20201",3,2,"laborables", 1031
2023,"20201",3,3,"divendres", 1068
2023,"20201",3,4,"dissabte", 805
2023,"20201",3,5,"diumenge", 792
2023,"20201",4,1,"dilluns", 939
2023,"20201",4,2,"laborables", 1034
2023,"20201",4,3,"divendres", 1109
2023,"20201",4,4,"dissabte", 790
2023,"20201",4,5,"diumenge", 716
2023,"20201",5,1,"dilluns", 1006
2023,"20201",5,2,"laborables", 1057
2023,"20201",5,3,"divendres", 1025
2023,"20201",5,4,"dissabte", 826
2023,"20201",5,5,"diumenge", 771
2023,"20201",6,1,"dilluns", 1046
2023,"20201",6,2,"laborables", 1140
2023,"20201",6,3,"divendres", 1106
2023,"20201",6,4,"dissabte", 917
2023,"20201",6,5,"diumenge", 869
2023,"20201",7,1,"dilluns", 1025
2023,"20201",7,2,"laborables", 1137
2023,"20201",7,3,"divendres", 1076
2023,"20201",7,4,"dissabte", 891
2023,"20201",7,5,"diumenge", 913
2023,"20201",8,1,"dilluns", 872
2023,"20201",8,2,"laborables", 970
2023,"20201",8,3,"divendres", 937
2023,"20201",8,4,"dissabte", 770
2023,"20201",8,5,"diumenge", 639
2023,"20201",9,1,"dilluns", 1087
2023,"20201",9,2,"laborables", 1155
2023,"20201",9,3,"divendres", 1080
2023,"20201",9,4,"dissabte", 910
2023,"20201",9,5,"diumenge", 870
2023,"20201",10,1,"dilluns", 1006
2023,"20201",10,2,"laborables", 1191
2023,"20201",10,3,"divendres", 1112
2023,"20201",10,4,"dissabte", 932
2023,"20201",10,5,"diumenge", 846
2023,"20201",11,1,"dilluns", 986
2023,"20201",11,2,"laborables", 1015
2023,"20201",11,3,"divendres", 1060
2023,"20201",11,4,"dissabte", 848
2023,"20201",11,5,"diumenge", 743
2023,"20201",12,1,"dilluns", 976
2023,"20201",12,2,"laborables", 925
2023,"20201",12,3,"divendres", 898
2023,"20201",12,4,"dissabte", 767
2023,"20201",12,5,"diumenge", 613
2023,"20202",1,1,"dilluns", 1242
2023,"20202",1,2,"laborables", 1328
2023,"20202",1,3,"divendres", 1478
2023,"20202",1,4,"dissabte", 1116
2023,"20202",1,5,"diumenge", 944
2023,"20202",2,1,"dilluns", 1167
2023,"20202",2,2,"laborables", 1339
2023,"20202",2,3,"divendres", 1406
2023,"20202",2,4,"dissabte", 1133
2023,"20202",2,5,"diumenge", 987
2023,"20202",3,1,"dilluns", 1389
2023,"20202",3,2,"laborables", 1498
2023,"20202",3,3,"divendres", 1529
2023,"20202",3,4,"dissabte", 1204
2023,"20202",3,5,"diumenge", 1185
2023,"20202",4,1,"dilluns", 1374
2023,"20202",4,2,"laborables", 1524
2023,"20202",4,3,"divendres", 1671
2023,"20202",4,4,"dissabte", 1251
2023,"20202",4,5,"diumenge", 1125
2023,"20202",5,1,"dilluns", 1425
2023,"20202",5,2,"laborables", 1527
2023,"20202",5,3,"divendres", 1454
2023,"20202",5,4,"dissabte", 1314
2023,"20202",5,5,"diumenge", 1246
2023,"20202",6,1,"dilluns", 1506
2023,"20202",6,2,"laborables", 1632
2023,"20202",6,3,"divendres", 1639
2023,"20202",6,4,"dissabte", 1440
2023,"20202",6,5,"diumenge", 1383
2023,"20202",7,1,"dilluns", 1392
2023,"20202",7,2,"laborables", 1563
2023,"20202",7,3,"divendres", 1500
2023,"20202",7,4,"dissabte", 1363
2023,"20202",7,5,"diumenge", 1276
2023,"20202",8,1,"dilluns", 1303
2023,"20202",8,2,"laborables", 1396
2023,"20202",8,3,"divendres", 1398
2023,"20202",8,4,"dissabte", 1142
2023,"20202",8,5,"diumenge", 1045
2023,"20202",9,1,"dilluns", 1542
2023,"20202",9,2,"laborables", 1705
2023,"20202",9,3,"divendres", 1545
2023,"20202",9,4,"dissabte", 1412
2023,"20202",9,5,"diumenge", 1351
2023,"20202",10,1,"dilluns", 1412
2023,"20202",10,2,"laborables", 1694
2023,"20202",10,3,"divendres", 1620
2023,"20202",10,4,"dissabte", 1360
2023,"20202",10,5,"diumenge", 1309
2023,"20202",11,1,"dilluns", 1298
2023,"20202",11,2,"laborables", 1402
2023,"20202",11,3,"divendres", 1492
2023,"20202",11,4,"dissabte", 1239
2023,"20202",11,5,"diumenge", 1052
2023,"20202",12,1,"dilluns", 1362
2023,"20202",12,2,"laborables", 1355
2023,"20202",12,3,"divendres", 1359
2023,"20202",12,4,"dissabte", 1227
2023,"20202",12,5,"diumenge", 995
2023,"20203",1,1,"dilluns", 810
2023,"20203",1,2,"laborables", 852
2023,"20203",1,3,"divendres", 919
2023,"20203",1,4,"dissabte", 602
2023,"20203",1,5,"diumenge", 484
2023,"20203",2,1,"dilluns", 706
2023,"20203",2,2,"laborables", 822
2023,"20203",2,3,"divendres", 871
2023,"20203",2,4,"dissabte", 593
2023,"20203",2,5,"diumenge", 486
2023,"20203",3,1,"dilluns", 761
2023,"20203",3,2,"laborables", 826
2023,"20203",3,3,"divendres", 772
2023,"20203",3,4,"dissabte", 468
2023,"20203",3,5,"diumenge", 438
2023,"20203",4,1,"dilluns", 676
2023,"20203",4,2,"laborables", 731
2023,"20203",4,3,"divendres", 764
2023,"20203",4,4,"dissabte", 422
2023,"20203",4,5,"diumenge", 346
2023,"20203",5,1,"dilluns", 820
2023,"20203",5,2,"laborables", 911
2023,"20203",5,3,"divendres", 770
2023,"20203",5,4,"dissabte", 516
2023,"20203",5,5,"diumenge", 487
2023,"20203",6,1,"dilluns", 817
2023,"20203",6,2,"laborables", 875
2023,"20203",6,3,"divendres", 852
2023,"20203",6,4,"dissabte", 511
2023,"20203",6,5,"diumenge", 486
2023,"20203",7,1,"dilluns", 749
2023,"20203",7,2,"laborables", 807
2023,"20203",7,3,"divendres", 763
2023,"20203",7,4,"dissabte", 525
2023,"20203",7,5,"diumenge", 505
2023,"20203",8,1,"dilluns", 654
2023,"20203",8,2,"laborables", 692
2023,"20203",8,3,"divendres", 616
2023,"20203",8,4,"dissabte", 496
2023,"20203",8,5,"diumenge", 419
2023,"20203",9,1,"dilluns", 796
2023,"20203",9,2,"laborables", 801
2023,"20203",9,3,"divendres", 790
2023,"20203",9,4,"dissabte", 514
2023,"20203",9,5,"diumenge", 467
2023,"20203",10,1,"dilluns", 709
2023,"20203",10,2,"laborables", 851
2023,"20203",10,3,"divendres", 853
2023,"20203",10,4,"dissabte", 615
2023,"20203",10,5,"diumenge", 503
2023,"20203",11,1,"dilluns", 754
2023,"20203",11,2,"laborables", 740
2023,"20203",11,3,"divendres", 758
2023,"20203",11,4,"dissabte", 545
2023,"20203",11,5,"diumenge", 492
2023,"20203",12,1,"dilluns", 607
2023,"20203",12,2,"laborables", 599
2023,"20203",12,3,"divendres", 567
2023,"20203",12,4,"dissabte", 397
2023,"20203",12,5,"diumenge", 317
2023,"20204",1,1,"dilluns", 1313
2023,"20204",1,2,"laborables", 1395
2023,"20204",1,3,"divendres", 1395
2023,"20204",1,4,"dissabte", 962
2023,"20204",1,5,"diumenge", 818
2023,"20204",2,1,"dilluns", 1271
2023,"20204",2,2,"laborables", 1398
2023,"20204",2,3,"divendres", 1452
2023,"20204",2,4,"dissabte", 987
2023,"20204",2,5,"diumenge", 849
2023,"20204",3,1,"dilluns", 1315
2023,"20204",3,2,"laborables", 1439
2023,"20204",3,3,"divendres", 1290
2023,"20204",3,4,"dissabte", 912
2023,"20204",3,5,"diumenge", 826
2023,"20204",4,1,"dilluns", 1193
2023,"20204",4,2,"laborables", 1259
2023,"20204",4,3,"divendres", 1320
2023,"20204",4,4,"dissabte", 772
2023,"20204",4,5,"diumenge", 653
2023,"20204",5,1,"dilluns", 1429
2023,"20204",5,2,"laborables", 1514
2023,"20204",5,3,"divendres", 1398
2023,"20204",5,4,"dissabte", 957
2023,"20204",5,5,"diumenge", 905
2023,"20204",6,1,"dilluns", 971
2023,"20204",6,2,"laborables", 1546
2023,"20204",6,3,"divendres", 1254
2023,"20204",6,4,"dissabte", 1046
2023,"20204",6,5,"diumenge", 823
2023,"20204",7,1,"dilluns", 1379
2023,"20204",7,2,"laborables", 1454
2023,"20204",7,3,"divendres", 1385
2023,"20204",7,4,"dissabte", 1001
2023,"20204",7,5,"diumenge", 942
2023,"20204",8,1,"dilluns", 1116
2023,"20204",8,2,"laborables", 1257
2023,"20204",8,3,"divendres", 1181
2023,"20204",8,4,"dissabte", 909
2023,"20204",8,5,"diumenge", 719
2023,"20204",9,1,"dilluns", 1472
2023,"20204",9,2,"laborables", 1481
2023,"20204",9,3,"divendres", 1197
2023,"20204",9,4,"dissabte", 796
2023,"20204",9,5,"diumenge", 853
2023,"20204",10,1,"dilluns", 810
2023,"20204",10,2,"laborables", 1156
2023,"20204",10,3,"divendres", 1483
2023,"20204",10,4,"dissabte", 771
2023,"20204",10,5,"diumenge", 625
2023,"20204",11,1,"dilluns", 1393
2023,"20204",11,2,"laborables", 1411
2023,"20204",11,3,"divendres", 1445
2023,"20204",11,4,"dissabte", 988
2023,"20204",11,5,"diumenge", 885
2023,"20204",12,1,"dilluns", 1209
2023,"20204",12,2,"laborables", 1229
2023,"20204",12,3,"divendres", 1218
2023,"20204",12,4,"dissabte", 810
2023,"20204",12,5,"diumenge", 688
2023,"20205",1,1,"dilluns", 319
2023,"20205",1,2,"laborables", 342
2023,"20205",1,3,"divendres", 380
2023,"20205",1,4,"dissabte", 265
2023,"20205",1,5,"diumenge", 234
2023,"20205",2,1,"dilluns", 375
2023,"20205",2,2,"laborables", 396
2023,"20205",2,3,"divendres", 389
2023,"20205",2,4,"dissabte", 283
2023,"20205",2,5,"diumenge", 281
2023,"20205",3,1,"dilluns", 425
2023,"20205",3,2,"laborables", 448
2023,"20205",3,3,"divendres", 424
2023,"20205",3,4,"dissabte", 339
2023,"20205",3,5,"diumenge", 315
2023,"20205",4,1,"dilluns", 378
2023,"20205",4,2,"laborables", 462
2023,"20205",4,3,"divendres", 464
2023,"20205",4,4,"dissabte", 311
2023,"20205",4,5,"diumenge", 277
2023,"20205",5,1,"dilluns", 426
2023,"20205",5,2,"laborables", 469
2023,"20205",5,3,"divendres", 426
2023,"20205",5,4,"dissabte", 347
2023,"20205",5,5,"diumenge", 313
2023,"20205",6,1,"dilluns", 440
2023,"20205",6,2,"laborables", 481
2023,"20205",6,3,"divendres", 439
2023,"20205",6,4,"dissabte", 349
2023,"20205",6,5,"diumenge", 309
2023,"20205",7,1,"dilluns", 375
2023,"20205",7,2,"laborables", 402
2023,"20205",7,3,"divendres", 394
2023,"20205",7,4,"dissabte", 299
2023,"20205",7,5,"diumenge", 307
2023,"20205",8,1,"dilluns", 336
2023,"20205",8,2,"laborables", 351
2023,"20205",8,3,"divendres", 322
2023,"20205",8,4,"dissabte", 272
2023,"20205",8,5,"diumenge", 225
2023,"20205",9,1,"dilluns", 433
2023,"20205",9,2,"laborables", 468
2023,"20205",9,3,"divendres", 429
2023,"20205",9,4,"dissabte", 329
2023,"20205",9,5,"diumenge", 325
2023,"20205",10,1,"dilluns", 378
2023,"20205",10,2,"laborables", 464
2023,"20205",10,3,"divendres", 404
2023,"20205",10,4,"dissabte", 334
2023,"20205",10,5,"diumenge", 309
2023,"20205",11,1,"dilluns", 401
2023,"20205",11,2,"laborables", 422
2023,"20205",11,3,"divendres", 395
2023,"20205",11,4,"dissabte", 310
2023,"20205",11,5,"diumenge", 291
2023,"20205",12,1,"dilluns", 368
2023,"20205",12,2,"laborables", 356
2023,"20205",12,3,"divendres", 349
2023,"20205",12,4,"dissabte", 249
2023,"20205",12,5,"diumenge", 206
2023,"20206",1,1,"dilluns", 319
2023,"20206",1,2,"laborables", 342
2023,"20206",1,3,"divendres", 380
2023,"20206",1,4,"dissabte", 265
2023,"20206",1,5,"diumenge", 234
2023,"20206",2,1,"dilluns", 375
2023,"20206",2,2,"laborables", 396
2023,"20206",2,3,"divendres", 389
2023,"20206",2,4,"dissabte", 283
2023,"20206",2,5,"diumenge", 281
2023,"20206",3,1,"dilluns", 425
2023,"20206",3,2,"laborables", 448
2023,"20206",3,3,"divendres", 424
2023,"20206",3,4,"dissabte", 339
2023,"20206",3,5,"diumenge", 315
2023,"20206",4,1,"dilluns", 378
2023,"20206",4,2,"laborables", 462
2023,"20206",4,3,"divendres", 464
2023,"20206",4,4,"dissabte", 311
2023,"20206",4,5,"diumenge", 277
2023,"20206",5,1,"dilluns", 426
2023,"20206",5,2,"laborables", 469
2023,"20206",5,3,"divendres", 426
2023,"20206",5,4,"dissabte", 347
2023,"20206",5,5,"diumenge", 313
2023,"20206",6,1,"dilluns", 440
2023,"20206",6,2,"laborables", 481
2023,"20206",6,3,"divendres", 439
2023,"20206",6,4,"dissabte", 349
2023,"20206",6,5,"diumenge", 309
2023,"20206",7,1,"dilluns", 375
2023,"20206",7,2,"laborables", 402
2023,"20206",7,3,"divendres", 394
2023,"20206",7,4,"dissabte", 299
2023,"20206",7,5,"diumenge", 307
2023,"20206",8,1,"dilluns", 336
2023,"20206",8,2,"laborables", 351
2023,"20206",8,3,"divendres", 322
2023,"20206",8,4,"dissabte", 272
2023,"20206",8,5,"diumenge", 225
2023,"20206",9,1,"dilluns", 433
2023,"20206",9,2,"laborables", 468
2023,"20206",9,3,"divendres", 429
2023,"20206",9,4,"dissabte", 329
2023,"20206",9,5,"diumenge", 325
2023,"20206",10,1,"dilluns", 378
2023,"20206",10,2,"laborables", 464
2023,"20206",10,3,"divendres", 404
2023,"20206",10,4,"dissabte", 334
2023,"20206",10,5,"diumenge", 309
2023,"20206",11,1,"dilluns", 401
2023,"20206",11,2,"laborables", 422
2023,"20206",11,3,"divendres", 395
2023,"20206",11,4,"dissabte", 310
2023,"20206",11,5,"diumenge", 291
2023,"20206",12,1,"dilluns", 368
2023,"20206",12,2,"laborables", 356
2023,"20206",12,3,"divendres", 349
2023,"20206",12,4,"dissabte", 249
2023,"20206",12,5,"diumenge", 206
2023,"20207",1,1,"dilluns", 635
2023,"20207",1,2,"laborables", 694
2023,"20207",1,3,"divendres", 743
2023,"20207",1,4,"dissabte", 487
2023,"20207",1,5,"diumenge", 403
2023,"20207",2,1,"dilluns", 621
2023,"20207",2,2,"laborables", 701
2023,"20207",2,3,"divendres", 707
2023,"20207",2,4,"dissabte", 510
2023,"20207",2,5,"diumenge", 469
2023,"20207",3,1,"dilluns", 791
2023,"20207",3,2,"laborables", 831
2023,"20207",3,3,"divendres", 790
2023,"20207",3,4,"dissabte", 577
2023,"20207",3,5,"diumenge", 585
2023,"20207",4,1,"dilluns", 793
2023,"20207",4,2,"laborables", 847
2023,"20207",4,3,"divendres", 873
2023,"20207",4,4,"dissabte", 635
2023,"20207",4,5,"diumenge", 582
2023,"20207",5,1,"dilluns", 863
2023,"20207",5,2,"laborables", 896
2023,"20207",5,3,"divendres", 811
2023,"20207",5,4,"dissabte", 711
2023,"20207",5,5,"diumenge", 606
2023,"20207",6,1,"dilluns", 940
2023,"20207",6,2,"laborables", 1005
2023,"20207",6,3,"divendres", 943
2023,"20207",6,4,"dissabte", 789
2023,"20207",6,5,"diumenge", 751
2023,"20207",7,1,"dilluns", 911
2023,"20207",7,2,"laborables", 990
2023,"20207",7,3,"divendres", 975
