"Any","Id_aforament","Mes","Codi_tipus_dia","Desc_tipus_dia","Valor_IMD"
2023,"20073",4,2,"laborables", 456
2023,"20073",4,3,"divendres", 469
2023,"20073",4,4,"dissabte", 418
2023,"20073",4,5,"diumenge", 378
2023,"20073",5,1,"dilluns", 403
2023,"20073",5,2,"laborables", 458
2023,"20073",5,3,"divendres", 430
2023,"20073",5,4,"dissabte", 439
2023,"20073",5,5,"diumenge", 433
2023,"20073",6,1,"dilluns", 444
2023,"20073",6,2,"laborables", 453
2023,"20073",6,3,"divendres", 432
2023,"20073",6,4,"dissabte", 436
2023,"20073",6,5,"diumenge", 389
2023,"20073",7,1,"dilluns", 390
2023,"20073",7,2,"laborables", 426
2023,"20073",7,3,"divendres", 372
2023,"20073",7,4,"dissabte", 384
2023,"20073",7,5,"diumenge", 363
2023,"20073",8,1,"dilluns","Mesura no disponible"
2023,"20073",8,2,"laborables","Mesura no disponible"
2023,"20073",8,3,"divendres","Mesura no disponible"
2023,"20073",8,4,"dissabte","Mesura no disponible"
2023,"20073",8,5,"diumenge","Mesura no disponible"
2023,"20073",9,1,"dilluns", 458
2023,"20073",9,2,"laborables", 506
2023,"20073",9,3,"divendres", 435
2023,"20073",9,4,"dissabte", 467
2023,"20073",9,5,"diumenge", 465
2023,"20073",10,1,"dilluns", 391
2023,"20073",10,2,"laborables", 495
2023,"20073",10,3,"divendres", 473
2023,"20073",10,4,"dissabte", 460
2023,"20073",10,5,"diumenge", 497
2023,"20073",11,1,"dilluns", 417
2023,"20073",11,2,"laborables", 438
2023,"20073",11,3,"divendres", 415
2023,"20073",11,4,"dissabte", 436
2023,"20073",11,5,"diumenge", 436
2023,"20073",12,1,"dilluns", 375
2023,"20073",12,2,"laborables", 422
2023,"20073",12,3,"divendres", 386
2023,"20073",12,4,"dissabte", 405
2023,"20073",12,5,"diumenge", 354
2023,"20074",1,1,"dilluns", 388
2023,"20074",1,2,"laborables", 396
2023,"20074",1,3,"divendres", 399
2023,"20074",1,4,"dissabte", 233
2023,"20074",1,5,"diumenge", 196
2023,"20074",2,1,"dilluns", 294
2023,"20074",2,2,"laborables", 376
2023,"20074",2,3,"divendres", 371
2023,"20074",2,4,"dissabte", 229
2023,"20074",2,5,"diumenge", 200
2023,"20074",3,1,"dilluns", 445
2023,"20074",3,2,"laborables", 468
2023,"20074",3,3,"divendres", 415
2023,"20074",3,4,"dissabte", 269
2023,"20074",3,5,"diumenge", 234
2023,"20074",4,1,"dilluns", 406
2023,"20074",4,2,"laborables", 446
2023,"20074",4,3,"divendres", 435
2023,"20074",4,4,"dissabte", 265
2023,"20074",4,5,"diumenge", 224
2023,"20074",5,1,"dilluns", 426
2023,"20074",5,2,"laborables", 452
2023,"20074",5,3,"divendres", 401
2023,"20074",5,4,"dissabte", 265
2023,"20074",5,5,"diumenge", 248
2023,"20074",6,1,"dilluns", 490
2023,"20074",6,2,"laborables", 515
2023,"20074",6,3,"divendres", 467
2023,"20074",6,4,"dissabte", 336
2023,"20074",6,5,"diumenge", 284
2023,"20074",7,1,"dilluns", 421
2023,"20074",7,2,"laborables", 454
2023,"20074",7,3,"divendres", 443
2023,"20074",7,4,"dissabte", 355
2023,"20074",7,5,"diumenge", 279
2023,"20074",8,1,"dilluns", 318
2023,"20074",8,2,"laborables", 344
2023,"20074",8,3,"divendres", 314
2023,"20074",8,4,"dissabte", 235
2023,"20074",8,5,"diumenge", 173
2023,"20074",9,1,"dilluns", 442
2023,"20074",9,2,"laborables", 517
2023,"20074",9,3,"divendres", 459
2023,"20074",9,4,"dissabte", 363
2023,"20074",9,5,"diumenge", 293
2023,"20074",10,1,"dilluns", 489
2023,"20074",10,2,"laborables", 530
2023,"20074",10,3,"divendres", 435
2023,"20074",10,4,"dissabte", 342
2023,"20074",10,5,"diumenge", 309
2023,"20074",11,1,"dilluns", 468
2023,"20074",11,2,"laborables", 490
2023,"20074",11,3,"divendres", 455
2023,"20074",11,4,"dissabte", 296
2023,"20074",11,5,"diumenge", 269
2023,"20074",12,1,"dilluns", 349
2023,"20074",12,2,"laborables", 360
2023,"20074",12,3,"divendres", 366
2023,"20074",12,4,"dissabte", 233
2023,"20074",12,5,"diumenge", 174
2023,"20075",1,1,"dilluns", 536
2023,"20075",1,2,"laborables", 529
2023,"20075",1,3,"divendres", 543
2023,"20075",1,4,"dissabte", 315
2023,"20075",1,5,"diumenge", 251
2023,"20075",2,1,"dilluns", 395
2023,"20075",2,2,"laborables", 519
2023,"20075",2,3,"divendres", 513
2023,"20075",2,4,"dissabte", 311
2023,"20075",2,5,"diumenge", 263
2023,"20075",3,1,"dilluns", 538
2023,"20075",3,2,"laborables", 576
2023,"20075",3,3,"divendres", 546
2023,"20075",3,4,"dissabte", 355
2023,"20075",3,5,"diumenge", 315
2023,"20075",4,1,"dilluns", 479
2023,"20075",4,2,"laborables", 548
2023,"20075",4,3,"divendres", 581
2023,"20075",4,4,"dissabte", 347
2023,"20075",4,5,"diumenge", 296
2023,"20075",5,1,"dilluns", 527
2023,"20075",5,2,"laborables", 577
2023,"20075",5,3,"divendres", 539
2023,"20075",5,4,"dissabte", 379
2023,"20075",5,5,"diumenge", 342
2023,"20075",6,1,"dilluns", 581
2023,"20075",6,2,"laborables", 633
2023,"20075",6,3,"divendres", 563
2023,"20075",6,4,"dissabte", 435
2023,"20075",6,5,"diumenge", 361
2023,"20075",7,1,"dilluns", 572
2023,"20075",7,2,"laborables", 585
2023,"20075",7,3,"divendres", 541
2023,"20075",7,4,"dissabte", 456
2023,"20075",7,5,"diumenge", 417
2023,"20075",8,1,"dilluns", 479
2023,"20075",8,2,"laborables", 454
2023,"20075",8,3,"divendres", 414
2023,"20075",8,4,"dissabte", 338
2023,"20075",8,5,"diumenge", 258
2023,"20075",9,1,"dilluns", 608
2023,"20075",9,2,"laborables", 666
2023,"20075",9,3,"divendres", 585
2023,"20075",9,4,"dissabte", 445
2023,"20075",9,5,"diumenge", 436
2023,"20075",10,1,"dilluns", 593
2023,"20075",10,2,"laborables", 691
2023,"20075",10,3,"divendres", 662
2023,"20075",10,4,"dissabte", 446
2023,"20075",10,5,"diumenge", 392
2023,"20075",11,1,"dilluns", 577
2023,"20075",11,2,"laborables", 607
2023,"20075",11,3,"divendres", 642
2023,"20075",11,4,"dissabte", 427
2023,"20075",11,5,"diumenge", 409
2023,"20075",12,1,"dilluns", 494
2023,"20075",12,2,"laborables", 484
2023,"20075",12,3,"divendres", 487
2023,"20075",12,4,"dissabte", 347
2023,"20075",12,5,"diumenge", 259
2023,"20076",1,1,"dilluns", 276
2023,"20076",1,2,"laborables", 268
2023,"20076",1,3,"divendres", 233
2023,"20076",1,4,"dissabte", 207
2023,"20076",1,5,"diumenge", 242
2023,"20076",2,1,"dilluns", 234
2023,"20076",2,2,"laborables", 313
2023,"20076",2,3,"divendres", 280
2023,"20076",2,4,"dissabte", 233
2023,"20076",2,5,"diumenge", 245
2023,"20076",3,1,"dilluns", 350
2023,"20076",3,2,"laborables", 393
2023,"20076",3,3,"divendres", 328
2023,"20076",3,4,"dissabte", 256
2023,"20076",3,5,"diumenge", 317
2023,"20076",4,1,"dilluns", 359
2023,"20076",4,2,"laborables", 414
2023,"20076",4,3,"divendres", 381
2023,"20076",4,4,"dissabte", 286
2023,"20076",4,5,"diumenge", 283
2023,"20076",5,1,"dilluns", 387
2023,"20076",5,2,"laborables", 428
2023,"20076",5,3,"divendres", 327
2023,"20076",5,4,"dissabte", 304
2023,"20076",5,5,"diumenge", 346
2023,"20076",6,1,"dilluns", 449
2023,"20076",6,2,"laborables", 472
2023,"20076",6,3,"divendres", 411
2023,"20076",6,4,"dissabte", 361
2023,"20076",6,5,"diumenge", 393
2023,"20076",7,1,"dilluns", 420
2023,"20076",7,2,"laborables", 457
2023,"20076",7,3,"divendres", 432
2023,"20076",7,4,"dissabte", 363
2023,"20076",7,5,"diumenge", 395
2023,"20076",8,1,"dilluns", 266
2023,"20076",8,2,"laborables", 331
2023,"20076",8,3,"divendres", 276
2023,"20076",8,4,"dissabte", 246
2023,"20076",8,5,"diumenge", 170
2023,"20076",9,1,"dilluns", 354
2023,"20076",9,2,"laborables", 443
2023,"20076",9,3,"divendres", 358
2023,"20076",9,4,"dissabte", 313
2023,"20076",9,5,"diumenge", 330
2023,"20076",10,1,"dilluns", 322
2023,"20076",10,2,"laborables", 410
2023,"20076",10,3,"divendres", 365
2023,"20076",10,4,"dissabte", 258
2023,"20076",10,5,"diumenge", 308
2023,"20076",11,1,"dilluns", 317
2023,"20076",11,2,"laborables", 347
2023,"20076",11,3,"divendres", 328
2023,"20076",11,4,"dissabte", 252
2023,"20076",11,5,"diumenge", 265
2023,"20076",12,1,"dilluns", 240
2023,"20076",12,2,"laborables", 302
2023,"20076",12,3,"divendres", 219
2023,"20076",12,4,"dissabte", 200
2023,"20076",12,5,"diumenge", 180
2023,"20077",1,1,"dilluns", 574
2023,"20077",1,2,"laborables", 597
2023,"20077",1,3,"divendres", 600
2023,"20077",1,4,"dissabte", 451
2023,"20077",1,5,"diumenge", 427
2023,"20077",2,1,"dilluns", 414
2023,"20077",2,2,"laborables", 548
2023,"20077",2,3,"divendres", 557
2023,"20077",2,4,"dissabte", 442
2023,"20077",2,5,"diumenge", 424
2023,"20077",3,1,"dilluns", 577
2023,"20077",3,2,"laborables", 643
2023,"20077",3,3,"divendres", 599
2023,"20077",3,4,"dissabte", 462
2023,"20077",3,5,"diumenge", 543
2023,"20077",4,1,"dilluns", 615
2023,"20077",4,2,"laborables", 620
2023,"20077",4,3,"divendres", 606
2023,"20077",4,4,"dissabte", 493
2023,"20077",4,5,"diumenge", 510
2023,"20077",5,1,"dilluns", 658
2023,"20077",5,2,"laborables", 676
2023,"20077",5,3,"divendres", 577
2023,"20077",5,4,"dissabte", 513
2023,"20077",5,5,"diumenge", 578
2023,"20077",6,1,"dilluns", 749
2023,"20077",6,2,"laborables", 787
2023,"20077",6,3,"divendres", 713
2023,"20077",6,4,"dissabte", 642
2023,"20077",6,5,"diumenge", 690
2023,"20077",7,1,"dilluns", 729
2023,"20077",7,2,"laborables", 783
2023,"20077",7,3,"divendres", 751
2023,"20077",7,4,"dissabte", 663
2023,"20077",7,5,"diumenge", 724
2023,"20077",8,1,"dilluns", 593
2023,"20077",8,2,"laborables", 672
2023,"20077",8,3,"divendres", 635
2023,"20077",8,4,"dissabte", 544
2023,"20077",8,5,"diumenge", 401
2023,"20077",9,1,"dilluns", 710
2023,"20077",9,2,"laborables", 751
2023,"20077",9,3,"divendres", 700
2023,"20077",9,4,"dissabte", 651
2023,"20077",9,5,"diumenge", 660
2023,"20077",10,1,"dilluns", 631
2023,"20077",10,2,"laborables", 741
2023,"20077",10,3,"divendres", 673
2023,"20077",10,4,"dissabte", 601
2023,"20077",10,5,"diumenge", 656
2023,"20077",11,1,"dilluns", 604
2023,"20077",11,2,"laborables", 630
2023,"20077",11,3,"divendres", 593
2023,"20077",11,4,"dissabte", 486
2023,"20077",11,5,"diumenge", 505
2023,"20077",12,1,"dilluns", 507
2023,"20077",12,2,"laborables", 495
2023,"20077",12,3,"divendres", 463
2023,"20077",12,4,"dissabte", 398
2023,"20077",12,5,"diumenge", 342
2023,"20078",1,1,"dilluns", 163
2023,"20078",1,2,"laborables", 184
2023,"20078",1,3,"divendres", 189
2023,"20078",1,4,"dissabte", 132
2023,"20078",1,5,"diumenge", 103
2023,"20078",2,1,"dilluns", 153
2023,"20078",2,2,"laborables", 176
2023,"20078",2,3,"divendres", 183
2023,"20078",2,4,"dissabte", 145
2023,"20078",2,5,"diumenge", 104
2023,"20078",3,1,"dilluns", 207
2023,"20078",3,2,"laborables", 222
2023,"20078",3,3,"divendres", 210
2023,"20078",3,4,"dissabte", 166
2023,"20078",3,5,"diumenge", 152
2023,"20078",4,1,"dilluns", 189
2023,"20078",4,2,"laborables", 209
2023,"20078",4,3,"divendres", 206
2023,"20078",4,4,"dissabte", 139
2023,"20078",4,5,"diumenge", 125
2023,"20078",5,1,"dilluns", 213
2023,"20078",5,2,"laborables", 219
2023,"20078",5,3,"divendres", 208
2023,"20078",5,4,"dissabte", 171
2023,"20078",5,5,"diumenge", 133
2023,"20078",6,1,"dilluns", 229
2023,"20078",6,2,"laborables", 250
2023,"20078",6,3,"divendres", 233
2023,"20078",6,4,"dissabte", 178
2023,"20078",6,5,"diumenge", 141
2023,"20078",7,1,"dilluns", 225
2023,"20078",7,2,"laborables", 226
2023,"20078",7,3,"divendres", 210
2023,"20078",7,4,"dissabte", 190
2023,"20078",7,5,"diumenge", 155
2023,"20078",8,1,"dilluns", 173
2023,"20078",8,2,"laborables", 181
2023,"20078",8,3,"divendres", 162
2023,"20078",8,4,"dissabte", 137
2023,"20078",8,5,"diumenge", 91
2023,"20078",9,1,"dilluns", 220
2023,"20078",9,2,"laborables", 226
2023,"20078",9,3,"divendres", 194
2023,"20078",9,4,"dissabte", 174
2023,"20078",9,5,"diumenge", 149
2023,"20078",10,1,"dilluns", 200
2023,"20078",10,2,"laborables", 235
2023,"20078",10,3,"divendres", 217
2023,"20078",10,4,"dissabte", 180
2023,"20078",10,5,"diumenge", 139
2023,"20078",11,1,"dilluns", 197
2023,"20078",11,2,"laborables", 206
2023,"20078",11,3,"divendres", 196
2023,"20078",11,4,"dissabte", 145
2023,"20078",11,5,"diumenge", 119
2023,"20078",12,1,"dilluns", 163
2023,"20078",12,2,"laborables", 171
2023,"20078",12,3,"divendres", 152
2023,"20078",12,4,"dissabte", 134
2023,"20078",12,5,"diumenge", 100
2023,"20079",1,1,"dilluns", 204
2023,"20079",1,2,"laborables", 216
2023,"20079",1,3,"divendres", 225
2023,"20079",1,4,"dissabte", 156
2023,"20079",1,5,"diumenge", 119
2023,"20079",2,1,"dilluns", 182
2023,"20079",2,2,"laborables", 206
2023,"20079",2,3,"divendres", 215
2023,"20079",2,4,"dissabte", 162
2023,"20079",2,5,"diumenge", 131
2023,"20079",3,1,"dilluns", 234
2023,"20079",3,2,"laborables", 253
2023,"20079",3,3,"divendres", 246
2023,"20079",3,4,"dissabte", 183
2023,"20079",3,5,"diumenge", 161
2023,"20079",4,1,"dilluns", 210
2023,"20079",4,2,"laborables", 245
2023,"20079",4,3,"divendres", 265
2023,"20079",4,4,"dissabte", 186
2023,"20079",4,5,"diumenge", 153
2023,"20079",5,1,"dilluns", 246
2023,"20079",5,2,"laborables", 254
2023,"20079",5,3,"divendres", 247
2023,"20079",5,4,"dissabte", 195
2023,"20079",5,5,"diumenge", 177
2023,"20079",6,1,"dilluns", 255
2023,"20079",6,2,"laborables", 269
2023,"20079",6,3,"divendres", 236
2023,"20079",6,4,"dissabte", 226
2023,"20079",6,5,"diumenge", 166
2023,"20079",7,1,"dilluns", 266
2023,"20079",7,2,"laborables", 256
2023,"20079",7,3,"divendres", 248
2023,"20079",7,4,"dissabte", 223
2023,"20079",7,5,"diumenge", 198
2023,"20079",8,1,"dilluns", 202
2023,"20079",8,2,"laborables", 214
2023,"20079",8,3,"divendres", 188
2023,"20079",8,4,"dissabte", 168
2023,"20079",8,5,"diumenge", 127
2023,"20079",9,1,"dilluns", 280
2023,"20079",9,2,"laborables", 287
2023,"20079",9,3,"divendres", 262
2023,"20079",9,4,"dissabte", 251
2023,"20079",9,5,"diumenge", 222
2023,"20079",10,1,"dilluns", 244
2023,"20079",10,2,"laborables", 304
2023,"20079",10,3,"divendres", 277
2023,"20079",10,4,"dissabte", 238
2023,"20079",10,5,"diumenge", 203
2023,"20079",11,1,"dilluns", 276
2023,"20079",11,2,"laborables", 275
2023,"20079",11,3,"divendres", 258
2023,"20079",11,4,"dissabte", 185
2023,"20079",11,5,"diumenge", 189
2023,"20079",12,1,"dilluns", 235
2023,"20079",12,2,"laborables", 218
2023,"20079",12,3,"divendres", 215
2023,"20079",12,4,"dissabte", 170
2023,"20079",12,5,"diumenge", 132
2023,"2008",1,1,"dilluns", 1263
2023,"2008",1,2,"laborables", 1343
2023,"2008",1,3,"divendres", 1490
2023,"2008",1,4,"dissabte", 1140
2023,"2008",1,5,"diumenge", 1049
2023,"2008",2,1,"dilluns", 1316
2023,"2008",2,2,"laborables", 1425
2023,"2008",2,3,"divendres", 1478
2023,"2008",2,4,"dissabte", 1322
2023,"2008",2,5,"diumenge", 1057
2023,"2008",3,1,"dilluns", 958
2023,"2008",3,2,"laborables", 1177
2023,"2008",3,3,"divendres", 1273
2023,"2008",3,4,"dissabte", 1070
2023,"2008",3,5,"diumenge", 785
2023,"2008",4,1,"dilluns", 1158
2023,"2008",4,2,"laborables", 1222
2023,"2008",4,3,"divendres", 1373
2023,"2008",4,4,"dissabte", 977
2023,"2008",4,5,"diumenge", 825
2023,"2008",5,1,"dilluns", 1000
2023,"2008",5,2,"laborables", 1078
2023,"2008",5,3,"divendres", 1132
2023,"2008",5,4,"dissabte", 932
2023,"2008",5,5,"diumenge", 856
2023,"2008",6,1,"dilluns", 1087
2023,"2008",6,2,"laborables", 1155
2023,"2008",6,3,"divendres", 1197
2023,"2008",6,4,"dissabte", 860
2023,"2008",6,5,"diumenge", 752
2023,"2008",7,1,"dilluns", 1168
2023,"2008",7,2,"laborables", 1297
2023,"2008",7,3,"divendres", 1280
2023,"2008",7,4,"dissabte", 934
2023,"2008",7,5,"diumenge", 932
2023,"2008",8,1,"dilluns","Mesura no disponible"
2023,"2008",8,2,"laborables","Mesura no disponible"
2023,"2008",8,3,"divendres","Mesura no disponible"
2023,"2008",8,4,"dissabte","Mesura no disponible"
2023,"2008",8,5,"diumenge","Mesura no disponible"
2023,"2008",9,1,"dilluns", 935
2023,"2008",9,2,"laborables", 1210
2023,"2008",9,3,"divendres", 1208
2023,"2008",9,4,"dissabte", 947
2023,"2008",9,5,"diumenge", 849
2023,"2008",10,1,"dilluns", 1461
2023,"2008",10,2,"laborables", 1509
2023,"2008",10,3,"divendres", 1602
2023,"2008",10,4,"dissabte", 1266
2023,"2008",10,5,"diumenge", 1043
2023,"2008",11,1,"dilluns", 1357
2023,"2008",11,2,"laborables", 1545
2023,"2008",11,3,"divendres", 1597
2023,"2008",11,4,"dissabte", 1229
2023,"2008",11,5,"diumenge", 1093
2023,"2008",12,1,"dilluns", 1428
2023,"2008",12,2,"laborables", 1427
2023,"2008",12,3,"divendres", 1466
2023,"2008",12,4,"dissabte", 1136
2023,"2008",12,5,"diumenge", 1032
2023,"20080",1,1,"dilluns", 641
2023,"20080",1,2,"laborables", 684
2023,"20080",1,3,"divendres", 759
2023,"20080",1,4,"dissabte", 398
2023,"20080",1,5,"diumenge", 331
2023,"20080",2,1,"dilluns", 570
2023,"20080",2,2,"laborables", 686
2023,"20080",2,3,"divendres", 659
2023,"20080",2,4,"dissabte", 401
2023,"20080",2,5,"diumenge", 367
2023,"20080",3,1,"dilluns", 743
2023,"20080",3,2,"laborables", 770
2023,"20080",3,3,"divendres", 719
2023,"20080",3,4,"dissabte", 460
2023,"20080",3,5,"diumenge", 402
2023,"20080",4,1,"dilluns", 672
2023,"20080",4,2,"laborables", 756
2023,"20080",4,3,"divendres", 766
2023,"20080",4,4,"dissabte", 454
2023,"20080",4,5,"diumenge", 391
2023,"20080",5,1,"dilluns", 754
2023,"20080",5,2,"laborables", 797
2023,"20080",5,3,"divendres", 729
2023,"20080",5,4,"dissabte", 513
2023,"20080",5,5,"diumenge", 450
2023,"20080",6,1,"dilluns", 825
2023,"20080",6,2,"laborables", 854
2023,"20080",6,3,"divendres", 775
2023,"20080",6,4,"dissabte", 549
2023,"20080",6,5,"diumenge", 474
2023,"20080",7,1,"dilluns", 737
2023,"20080",7,2,"laborables", 772
2023,"20080",7,3,"divendres", 733
2023,"20080",7,4,"dissabte", 587
2023,"20080",7,5,"diumenge", 480
2023,"20080",8,1,"dilluns", 600
2023,"20080",8,2,"laborables", 598
2023,"20080",8,3,"divendres", 563
2023,"20080",8,4,"dissabte", 443
2023,"20080",8,5,"diumenge", 364
2023,"20080",9,1,"dilluns", 834
2023,"20080",9,2,"laborables", 894
2023,"20080",9,3,"divendres", 806
2023,"20080",9,4,"dissabte", 592
2023,"20080",9,5,"diumenge", 530
2023,"20080",10,1,"dilluns", 813
2023,"20080",10,2,"laborables", 918
2023,"20080",10,3,"divendres", 818
2023,"20080",10,4,"dissabte", 584
2023,"20080",10,5,"diumenge", 490
2023,"20080",11,1,"dilluns", 807
2023,"20080",11,2,"laborables", 843
2023,"20080",11,3,"divendres", 831
2023,"20080",11,4,"dissabte", 570
2023,"20080",11,5,"diumenge", 484
2023,"20080",12,1,"dilluns", 679
2023,"20080",12,2,"laborables", 656
2023,"20080",12,3,"divendres", 634
2023,"20080",12,4,"dissabte", 458
2023,"20080",12,5,"diumenge", 335
2023,"20081",1,1,"dilluns", 405
2023,"20081",1,2,"laborables", 412
2023,"20081",1,3,"divendres", 436
2023,"20081",1,4,"dissabte", 242
2023,"20081",1,5,"diumenge", 195
2023,"20081",2,1,"dilluns", 346
2023,"20081",2,2,"laborables", 431
2023,"20081",2,3,"divendres", 402
2023,"20081",2,4,"dissabte", 250
2023,"20081",2,5,"diumenge", 193
2023,"20081",3,1,"dilluns", 518
2023,"20081",3,2,"laborables", 498
2023,"20081",3,3,"divendres", 442
2023,"20081",3,4,"dissabte", 258
2023,"20081",3,5,"diumenge", 241
2023,"20081",4,1,"dilluns", 413
2023,"20081",4,2,"laborables", 472
2023,"20081",4,3,"divendres", 431
2023,"20081",4,4,"dissabte", 270
2023,"20081",4,5,"diumenge", 228
2023,"20081",5,1,"dilluns", 478
2023,"20081",5,2,"laborables", 479
2023,"20081",5,3,"divendres", 432
2023,"20081",5,4,"dissabte", 300
2023,"20081",5,5,"diumenge", 248
2023,"20081",6,1,"dilluns", 486
2023,"20081",6,2,"laborables", 517
2023,"20081",6,3,"divendres", 456
2023,"20081",6,4,"dissabte", 319
2023,"20081",6,5,"diumenge", 281
2023,"20081",7,1,"dilluns", 424
2023,"20081",7,2,"laborables", 474
2023,"20081",7,3,"divendres", 408
2023,"20081",7,4,"dissabte", 320
2023,"20081",7,5,"diumenge", 267
2023,"20081",8,1,"dilluns", 300
2023,"20081",8,2,"laborables", 326
2023,"20081",8,3,"divendres", 277
2023,"20081",8,4,"dissabte", 234
2023,"20081",8,5,"diumenge", 170
2023,"20081",9,1,"dilluns", 487
2023,"20081",9,2,"laborables", 544
2023,"20081",9,3,"divendres", 449
2023,"20081",9,4,"dissabte", 346
2023,"20081",9,5,"diumenge", 301
2023,"20081",10,1,"dilluns", 479
2023,"20081",10,2,"laborables", 562
2023,"20081",10,3,"divendres", 485
2023,"20081",10,4,"dissabte", 335
2023,"20081",10,5,"diumenge", 281
2023,"20081",11,1,"dilluns", 507
2023,"20081",11,2,"laborables", 518
2023,"20081",11,3,"divendres", 519
2023,"20081",11,4,"dissabte", 319
2023,"20081",11,5,"diumenge", 269
2023,"20081",12,1,"dilluns", 439
2023,"20081",12,2,"laborables", 397
2023,"20081",12,3,"divendres", 376
2023,"20081",12,4,"dissabte", 244
2023,"20081",12,5,"diumenge", 184
2023,"20082",1,1,"dilluns", 144
2023,"20082",1,2,"laborables", 154
2023,"20082",1,3,"divendres", 173
2023,"20082",1,4,"dissabte", 121
2023,"20082",1,5,"diumenge", 85
2023,"20082",2,1,"dilluns", 149
2023,"20082",2,2,"laborables", 155
2023,"20082",2,3,"divendres", 163
2023,"20082",2,4,"dissabte", 117
2023,"20082",2,5,"diumenge", 91
2023,"20082",3,1,"dilluns", 148
2023,"20082",3,2,"laborables", 163
2023,"20082",3,3,"divendres", 168
2023,"20082",3,4,"dissabte", 121
2023,"20082",3,5,"diumenge", 102
2023,"20082",4,1,"dilluns", 163
2023,"20082",4,2,"laborables", 166
2023,"20082",4,3,"divendres", 160
2023,"20082",4,4,"dissabte", 123
2023,"20082",4,5,"diumenge", 97
2023,"20082",5,1,"dilluns", 160
2023,"20082",5,2,"laborables", 175
2023,"20082",5,3,"divendres", 161
2023,"20082",5,4,"dissabte", 139
2023,"20082",5,5,"diumenge", 113
2023,"20082",6,1,"dilluns", 199
2023,"20082",6,2,"laborables", 187
2023,"20082",6,3,"divendres", 164
2023,"20082",6,4,"dissabte", 126
2023,"20082",6,5,"diumenge", 97
2023,"20082",7,1,"dilluns", 162
2023,"20082",7,2,"laborables", 192
2023,"20082",7,3,"divendres", 179
2023,"20082",7,4,"dissabte", 126
2023,"20082",7,5,"diumenge", 107
2023,"20082",8,1,"dilluns", 136
2023,"20082",8,2,"laborables", 164
2023,"20082",8,3,"divendres", 151
2023,"20082",8,4,"dissabte", 112
2023,"20082",8,5,"diumenge", 71
2023,"20082",9,1,"dilluns", 201
2023,"20082",9,2,"laborables", 207
2023,"20082",9,3,"divendres", 185
2023,"20082",9,4,"dissabte", 143
2023,"20082",9,5,"diumenge", 119
2023,"20082",10,1,"dilluns", 169
2023,"20082",10,2,"laborables", 196
2023,"20082",10,3,"divendres", 180
2023,"20082",10,4,"dissabte", 152
2023,"20082",10,5,"diumenge", 120
2023,"20082",11,1,"dilluns", 163
2023,"20082",11,2,"laborables", 183
2023,"20082",11,3,"divendres", 182
2023,"20082",11,4,"dissabte", 138
2023,"20082",11,5,"diumenge", 104
2023,"20082",12,1,"dilluns", 139
2023,"20082",12,2,"laborables", 161
2023,"20082",12,3,"divendres", 158
2023,"20082",12,4,"dissabte", 123
2023,"20082",12,5,"diumenge", 98
2023,"20083",1,1,"dilluns", 149
2023,"20083",1,2,"laborables", 164
2023,"20083",1,3,"divendres", 185
2023,"20083",1,4,"dissabte", 127
2023,"20083",1,5,"diumenge", 92
2023,"20083",2,1,"dilluns", 149
2023,"20083",2,2,"laborables", 154
2023,"20083",2,3,"divendres", 175
2023,"20083",2,4,"dissabte", 122
2023,"20083",2,5,"diumenge", 95
2023,"20083",3,1,"dilluns", 160
2023,"20083",3,2,"laborables", 170
2023,"20083",3,3,"divendres", 180
2023,"20083",3,4,"dissabte", 134
2023,"20083",3,5,"diumenge", 116
2023,"20083",4,1,"dilluns", 166
2023,"20083",4,2,"laborables", 171
2023,"20083",4,3,"divendres", 177
2023,"20083",4,4,"dissabte", 138
2023,"20083",4,5,"diumenge", 107
2023,"20083",5,1,"dilluns", 180
2023,"20083",5,2,"laborables", 184
2023,"20083",5,3,"divendres", 159
2023,"20083",5,4,"dissabte", 159
2023,"20083",5,5,"diumenge", 113
2023,"20083",6,1,"dilluns", 183
2023,"20083",6,2,"laborables", 186
2023,"20083",6,3,"divendres", 168
2023,"20083",6,4,"dissabte", 130
2023,"20083",6,5,"diumenge", 102
2023,"20083",7,1,"dilluns", 169
2023,"20083",7,2,"laborables", 193
2023,"20083",7,3,"divendres", 178
2023,"20083",7,4,"dissabte", 138
2023,"20083",7,5,"diumenge", 107
2023,"20083",8,1,"dilluns", 153
2023,"20083",8,2,"laborables", 170
2023,"20083",8,3,"divendres", 160
2023,"20083",8,4,"dissabte", 141
2023,"20083",8,5,"diumenge", 91
2023,"20083",9,1,"dilluns", 206
2023,"20083",9,2,"laborables", 210
2023,"20083",9,3,"divendres", 196
2023,"20083",9,4,"dissabte", 163
2023,"20083",9,5,"diumenge", 126
2023,"20083",10,1,"dilluns", 179
2023,"20083",10,2,"laborables", 204
2023,"20083",10,3,"divendres", 199
2023,"20083",10,4,"dissabte", 160
2023,"20083",10,5,"diumenge", 118
2023,"20083",11,1,"dilluns", 179
2023,"20083",11,2,"laborables", 187
2023,"20083",11,3,"divendres", 194
2023,"20083",11,4,"dissabte", 151
2023,"20083",11,5,"diumenge", 114
2023,"20083",12,1,"dilluns", 156
2023,"20083",12,2,"laborables", 161
2023,"20083",12,3,"divendres", 167
2023,"20083",12,4,"dissabte", 133
2023,"20083",12,5,"diumenge", 103
2023,"20084",1,1,"dilluns", 273
2023,"20084",1,2,"laborables", 288
